RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,8/31/2020
96946,9624,92610,Zip,CA,CA,Lake Forest,Los Angeles-Long Beach-Anaheim,Orange County,848292
98403,9639,95726,Zip,CA,CA,Pollock Pines,Sacramento--Roseville--Arden-Arcade,El Dorado County,330281
97875,9773,94931,Zip,CA,CA,Cotati,Santa Rosa,Sonoma County,645469
96037,9775,90056,Zip,CA,CA,Ladera Heights,Los Angeles-Long Beach-Anaheim,Los Angeles County,1456789
98139,9785,95360,Zip,CA,CA,Newman,Modesto,Stanislaus County,334107
98555,9788,96019,Zip,CA,CA,Shasta Lake,Redding,Shasta County,226715
98164,9798,95388,Zip,CA,CA,Winton,Merced,Merced County,239630
97383,9810,93640,Zip,CA,CA,Mendota,Fresno,Fresno County,216585
97323,9830,93543,Zip,CA,CA,Littlerock,Los Angeles-Long Beach-Anaheim,Los Angeles County,311530
96803,9857,92320,Zip,CA,CA,Calimesa,Riverside-San Bernardino-Ontario,Riverside County,376117
97175,9863,93241,Zip,CA,CA,Lamont,Bakersfield,Kern County,152937
96326,9878,91207,Zip,CA,CA,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles County,1237905
96731,9945,92210,Zip,CA,CA,Indian Wells,Riverside-San Bernardino-Ontario,Riverside County,1006516
97258,9947,93428,Zip,CA,CA,Cambria,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,774042
96869,9986,92408,Zip,CA,CA,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino County,317609
97869,10041,94925,Zip,CA,CA,Corte Madera,San Francisco-Oakland-Hayward,Marin County,1474192
98335,10074,95640,Zip,CA,CA,Ione,,Amador County,359879
96087,10090,90211,Zip,CA,CA,Beverly Hills,Los Angeles-Long Beach-Anaheim,Los Angeles County,2639011
96105,10189,90248,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,623663
98110,10199,95326,Zip,CA,CA,Hughson,Modesto,Stanislaus County,403277
96777,10215,92276,Zip,CA,CA,Thousand Palms,Riverside-San Bernardino-Ontario,Riverside County,278724
96799,10267,92315,Zip,CA,CA,Big Bear Lake,Riverside-San Bernardino-Ontario,San Bernardino County,382426
98337,10272,95642,Zip,CA,CA,Jackson,,Amador County,356268
96058,10281,90077,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3091247
98099,10346,95315,Zip,CA,CA,Delhi,Merced,Merced County,283793
97929,10387,95018,Zip,CA,CA,Felton,Santa Cruz-Watsonville,Santa Cruz County,711234
98537,10401,95988,Zip,CA,CA,Willows,,Glenn County,214689
98162,10421,95386,Zip,CA,CA,Waterford,Modesto,Stanislaus County,314391
97183,10423,93250,Zip,CA,CA,Mc Farland,Bakersfield,Kern County,205676
96216,10437,90716,Zip,CA,CA,Hawaiian Gardens,Los Angeles-Long Beach-Anaheim,Los Angeles County,515869
97874,10466,94930,Zip,CA,CA,Fairfax,San Francisco-Oakland-Hayward,Marin County,998686
98395,10497,95713,Zip,CA,CA,Colfax,Sacramento--Roseville--Arden-Arcade,Placer County,410907
96841,10558,92371,Zip,CA,CA,Phelan,Riverside-San Bernardino-Ontario,San Bernardino County,307701
97723,10560,94515,Zip,CA,CA,Calistoga,Napa,Napa County,1000256
96759,10565,92254,Zip,CA,CA,Mecca,Riverside-San Bernardino-Ontario,Riverside County,213255
98504,10614,95953,Zip,CA,CA,Live Oak,Yuba City,Sutter County,263595
97412,10650,93701,Zip,CA,CA,Fresno,Fresno,Fresno County,171057
97879,10661,94939,Zip,CA,CA,Larkspur,San Francisco-Oakland-Hayward,Marin County,1762044
97939,10678,95033,Zip,CA,CA,Lexington Hills,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1251723
97480,10684,93924,Zip,CA,CA,Carmel Valley,Salinas,Monterey County,1095260
98106,10723,95322,Zip,CA,CA,Gustine,Merced,Merced County,310206
98385,10727,95694,Zip,CA,CA,Winters,Sacramento--Roseville--Arden-Arcade,Yolo County,465719
96558,10805,91935,Zip,CA,CA,Jamul,San Diego-Carlsbad,San Diego County,714542
97366,10838,93620,Zip,CA,CA,Dos Palos,Merced,Merced County,243672
96956,10853,92624,Zip,CA,CA,Dana Point,Los Angeles-Long Beach-Anaheim,Orange County,1082756
399679,10865,93723,Zip,CA,CA,Fresno,Fresno,Fresno County,361567
97289,10918,93463,Zip,CA,CA,Solvang,Santa Maria-Santa Barbara,Santa Barbara County,874518
98485,10938,95932,Zip,CA,CA,Colusa,,Colusa County,245809
96573,10951,91978,Zip,CA,CA,Spring Valley,San Diego-Carlsbad,San Diego County,594647
96021,11014,90040,Zip,CA,CA,Commerce,Los Angeles-Long Beach-Anaheim,Los Angeles County,495568
97844,11019,94710,Zip,CA,CA,Berkeley,San Francisco-Oakland-Hayward,Alameda County,1110419
98199,11026,95436,Zip,CA,CA,Forestville,Santa Rosa,Sonoma County,569881
98207,11031,95446,Zip,CA,CA,Guerneville,Santa Rosa,Sonoma County,463740
96275,11031,91020,Zip,CA,CA,La Crescenta-Montrose,Los Angeles-Long Beach-Anaheim,Los Angeles County,844984
98616,11041,96094,Zip,CA,CA,Weed,,Siskiyou County,231263
98521,11058,95971,Zip,CA,CA,Quincy,,Plumas County,257470
97778,11099,94572,Zip,CA,CA,Rodeo,San Francisco-Oakland-Hayward,Contra Costa County,519633
96834,11113,92359,Zip,CA,CA,Mentone,Riverside-San Bernardino-Ontario,San Bernardino County,367086
98036,11123,95202,Zip,CA,CA,Stockton,Stockton-Lodi,San Joaquin County,288762
97368,11141,93622,Zip,CA,CA,Firebaugh,Fresno,Fresno County,209137
98111,11167,95327,Zip,CA,CA,Jamestown,Sonora,Tuolumne County,291026
97390,11201,93647,Zip,CA,CA,Orosi,Visalia-Porterville,Tulare County,200991
97212,11235,93286,Zip,CA,CA,Woodlake,Visalia-Porterville,Tulare County,210014
97298,11250,93510,Zip,CA,CA,Acton,Los Angeles-Long Beach-Anaheim,Los Angeles County,647067
97924,11253,95012,Zip,CA,CA,Castroville,Salinas,Monterey County,508654
97174,11259,93240,Zip,CA,CA,Lake Isabella,Bakersfield,Kern County,153772
98441,11264,95832,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,307876
96920,11264,92567,Zip,CA,CA,Nuevo,Riverside-San Bernardino-Ontario,Riverside County,385338
97963,11281,95065,Zip,CA,CA,Santa Cruz,Santa Cruz-Watsonville,Santa Cruz County,961072
97987,11309,95119,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,997524
97477,11403,93921,Zip,CA,CA,Carmel-by-the-Sea,Salinas,Monterey County,1810202
96831,11435,92356,Zip,CA,CA,Lucerne Valley,Riverside-San Bernardino-Ontario,San Bernardino County,175442
98108,11454,95324,Zip,CA,CA,Hilmar,Merced,Merced County,334230
98357,11462,95666,Zip,CA,CA,Pioneer,,Amador County,282356
97162,11522,93223,Zip,CA,CA,Farmersville,Visalia-Porterville,Tulare County,203520
97930,11555,95019,Zip,CA,CA,Freedom,Santa Cruz-Watsonville,Santa Cruz County,571465
98349,11611,95658,Zip,CA,CA,Newcastle,Sacramento--Roseville--Arden-Arcade,Placer County,701760
96126,11640,90290,Zip,CA,CA,Topanga,Los Angeles-Long Beach-Anaheim,Los Angeles County,1306475
97287,11649,93460,Zip,CA,CA,Santa Ynez,Santa Maria-Santa Barbara,Santa Barbara County,1038476
97493,11658,93953,Zip,CA,CA,Del Monte Forest,Salinas,Monterey County,2270335
98374,11658,95683,Zip,CA,CA,Sloughhouse,Sacramento--Roseville--Arden-Arcade,Sacramento County,574041
98621,11730,96101,Zip,CA,CA,Alturas,,Modoc County,117357
98326,11733,95631,Zip,CA,CA,Foresthill,Sacramento--Roseville--Arden-Arcade,Placer County,388546
97389,11795,93646,Zip,CA,CA,Orange Cove,Fresno,Fresno County,194058
96835,11829,92363,Zip,CA,CA,Needles,Riverside-San Bernardino-Ontario,San Bernardino County,90336
98384,11833,95693,Zip,CA,CA,Wilton,Sacramento--Roseville--Arden-Arcade,Sacramento County,723999
96973,11885,92655,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,713874
97371,11890,93625,Zip,CA,CA,Fowler,Fresno,Fresno County,293521
96755,11911,92250,Zip,CA,CA,Holtville,El Centro,Imperial County,241390
97482,11952,93926,Zip,CA,CA,Gonzales,Salinas,Monterey County,447022
97917,11957,95005,Zip,CA,CA,Ben Lomond,Santa Cruz-Watsonville,Santa Cruz County,751743
96823,11977,92342,Zip,CA,CA,Helendale,Riverside-San Bernardino-Ontario,San Bernardino County,251776
97257,11995,93427,Zip,CA,CA,Buellton,Santa Maria-Santa Barbara,Santa Barbara County,662417
98315,12012,95619,Zip,CA,CA,Diamond Springs,Sacramento--Roseville--Arden-Arcade,El Dorado County,357663
98050,12080,95220,Zip,CA,CA,Acampo,Stockton-Lodi,San Joaquin County,584880
97273,12124,93445,Zip,CA,CA,Oceano,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,520523
97098,12128,93022,Zip,CA,CA,Oak View,Oxnard-Thousand Oaks-Ventura,Ventura County,601560
98660,12142,96145,Zip,CA,CA,Tahoe City,Sacramento--Roseville--Arden-Arcade,Placer County,905076
97148,12152,93204,Zip,CA,CA,Avenal,Hanford-Corcoran,Kings County,162173
98160,12159,95383,Zip,CA,CA,Twain Harte,Sonora,Tuolumne County,298310
97519,12171,94028,Zip,CA,CA,Portola Valley,San Francisco-Oakland-Hayward,San Mateo County,3557047
96979,12184,92661,Zip,CA,CA,Newport Beach,Los Angeles-Long Beach-Anaheim,Orange County,3236921
98100,12196,95316,Zip,CA,CA,Denair,Modesto,Stanislaus County,408882
98229,12260,95470,Zip,CA,CA,Redwood Valley,Ukiah,Mendocino County,476314
97158,12351,93219,Zip,CA,CA,Earlimart,Visalia-Porterville,Tulare County,174249
98610,12390,96088,Zip,CA,CA,Shingletown,Redding,Shasta County,263797
98072,12447,95247,Zip,CA,CA,Murphys,,Calaveras County,384550
98376,12486,95685,Zip,CA,CA,Sutter Creek,,Amador County,379599
97518,12494,94027,Zip,CA,CA,Atherton,San Francisco-Oakland-Hayward,San Mateo County,6502687
97566,12507,94111,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1485602
97950,12520,95046,Zip,CA,CA,San Martin,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1117456
97164,12523,93225,Zip,CA,CA,Frazier Park,Bakersfield,Kern County,226508
96859,12527,92397,Zip,CA,CA,Wrightwood,Riverside-San Bernardino-Ontario,San Bernardino County,316725
96907,12554,92548,Zip,CA,CA,Homeland,Riverside-San Bernardino-Ontario,Riverside County,312269
98082,12568,95258,Zip,CA,CA,Woodbridge,Stockton-Lodi,San Joaquin County,467113
96849,12593,92382,Zip,CA,CA,Running Springs,Riverside-San Bernardino-Ontario,San Bernardino County,240604
98058,12599,95228,Zip,CA,CA,Copperopolis,,Calaveras County,421626
96578,12631,92003,Zip,CA,CA,Bonsall,San Diego-Carlsbad,San Diego County,761641
95991,12671,90010,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1766255
98226,12703,95467,Zip,CA,CA,Hidden Valley Lake,Clearlake,Lake County,310388
96908,12703,92549,Zip,CA,CA,Idyllwild,Riverside-San Bernardino-Ontario,Riverside County,338150
97294,12789,93501,Zip,CA,CA,Mojave,Bakersfield,Kern County,159481
98356,12844,95665,Zip,CA,CA,Pine Grove,,Amador County,343619
97263,12847,93434,Zip,CA,CA,Guadalupe,Santa Maria-Santa Barbara,Santa Barbara County,346318
98393,12857,95709,Zip,CA,CA,Camino,Sacramento--Roseville--Arden-Arcade,El Dorado County,403880
98053,12942,95223,Zip,CA,CA,Arnold,,Calaveras County,325752
98318,12961,95623,Zip,CA,CA,El Dorado,Sacramento--Roseville--Arden-Arcade,El Dorado County,472191
98105,12976,95321,Zip,CA,CA,Groveland,Sonora,Tuolumne County,272168
98655,12981,96137,Zip,CA,CA,Westwood,,Plumas County,337846
97195,13002,93265,Zip,CA,CA,Springville,Visalia-Porterville,Tulare County,352542
97694,13027,94304,Zip,CA,CA,Palo Alto,San Jose-Sunnyvale-Santa Clara,Santa Clara County,3752258
98401,13053,95722,Zip,CA,CA,Meadow Vista,Sacramento--Roseville--Arden-Arcade,Placer County,530808
97169,13056,93234,Zip,CA,CA,Huron,Fresno,Fresno County,177122
98065,13105,95236,Zip,CA,CA,Linden,Stockton-Lodi,San Joaquin County,549478
98187,13117,95423,Zip,CA,CA,Clearlake Oaks,Clearlake,Lake County,199255
98321,13124,95626,Zip,CA,CA,Elverta,Sacramento--Roseville--Arden-Arcade,Sacramento County,379922
98007,13153,95139,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,955198
97500,13168,94005,Zip,CA,CA,Brisbane,San Francisco-Oakland-Hayward,San Mateo County,1123373
97430,13228,93721,Zip,CA,CA,Fresno,Fresno,Fresno County,202085
96579,13300,92004,Zip,CA,CA,Borrego Springs,San Diego-Carlsbad,San Diego County,235817
96980,13338,92662,Zip,CA,CA,Newport Beach,Los Angeles-Long Beach-Anaheim,Orange County,2888481
97260,13355,93430,Zip,CA,CA,Cayucos,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,953388
98592,13394,96064,Zip,CA,CA,Montague,,Siskiyou County,187546
97037,13403,92823,Zip,CA,CA,Brea,Los Angeles-Long Beach-Anaheim,Orange County,914544
96902,13425,92539,Zip,CA,CA,Anza,Riverside-San Bernardino-Ontario,Riverside County,305335
98490,13451,95938,Zip,CA,CA,Durham,Chico,Butte County,524184
98599,13457,96073,Zip,CA,CA,Palo Cedro,Redding,Shasta County,438306
98615,13460,96093,Zip,CA,CA,Weaverville,,Trinity County,262265
98641,13475,96122,Zip,CA,CA,Portola,,Plumas County,181784
98052,13485,95222,Zip,CA,CA,Murphys,,Calaveras County,367439
97344,13485,93591,Zip,CA,CA,Palmdale,Los Angeles-Long Beach-Anaheim,Los Angeles County,245256
96754,13527,92249,Zip,CA,CA,Heber,El Centro,Imperial County,288641
98383,13531,95692,Zip,CA,CA,Wheatland,Yuba City,Yuba County,342253
98550,13545,96013,Zip,CA,CA,Burney,Redding,Shasta County,160183
98536,13545,95987,Zip,CA,CA,Williams,,Colusa County,248846
97398,13715,93656,Zip,CA,CA,Riverdale,Fresno,Fresno County,215475
97889,13729,94951,Zip,CA,CA,Penngrove,Santa Rosa,Sonoma County,967023
96842,13729,92372,Zip,CA,CA,Pinon Hills,Riverside-San Bernardino-Ontario,San Bernardino County,314679
98074,13766,95249,Zip,CA,CA,San Andreas,,Calaveras County,269809
97197,13776,93267,Zip,CA,CA,Strathmore,Visalia-Porterville,Tulare County,200626
97059,13781,92861,Zip,CA,CA,Villa Park,Los Angeles-Long Beach-Anaheim,Orange County,1359856
96801,13890,92317,Zip,CA,CA,Lake Arrowhead,Riverside-San Bernardino-Ontario,San Bernardino County,274250
96048,13909,90067,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1457446
98216,13919,95457,Zip,CA,CA,Lower Lake,Clearlake,Lake County,274504
98156,13930,95379,Zip,CA,CA,Tuolumne,Sonora,Tuolumne County,240133
97199,13935,93270,Zip,CA,CA,Terra Bella,Visalia-Porterville,Tulare County,214399
96761,13976,92256,Zip,CA,CA,Morongo Valley,Riverside-San Bernardino-Ontario,San Bernardino County,210659
97393,14014,93650,Zip,CA,CA,Fresno,Fresno,Fresno County,197997
98363,14052,95672,Zip,CA,CA,Rescue,Sacramento--Roseville--Arden-Arcade,El Dorado County,597708
96601,14058,92036,Zip,CA,CA,Julian,San Diego-Carlsbad,San Diego County,404143
418162,14107,93737,Zip,CA,CA,Fresno,Fresno,Fresno County,371165
98556,14139,96020,Zip,CA,CA,Chester,,Plumas County,263311
97356,14152,93609,Zip,CA,CA,Caruthers,Fresno,Fresno County,218567
98467,14191,95912,Zip,CA,CA,Arbuckle,,Colusa County,302991
97509,14219,94018,Zip,CA,CA,Half Moon Bay,San Francisco-Oakland-Hayward,San Mateo County,1254740
97802,14235,94599,Zip,CA,CA,Yountville,Napa,Napa County,1080906
98659,14275,96143,Zip,CA,CA,Kings Beach,Sacramento--Roseville--Arden-Arcade,Placer County,641068
96663,14292,92121,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,1078655
98206,14292,95445,Zip,CA,CA,Gualala,Ukiah,Mendocino County,487864
96932,14314,92590,Zip,CA,CA,Temecula,Riverside-San Bernardino-Ontario,Riverside County,1060916
98310,14327,95614,Zip,CA,CA,Cool,Sacramento--Roseville--Arden-Arcade,El Dorado County,425803
98584,14332,96055,Zip,CA,CA,Los Molinos,Red Bluff,Tehama County,222007
97190,14356,93258,Zip,CA,CA,Tulare,Visalia-Porterville,Tulare County,180827
98219,14361,95460,Zip,CA,CA,Mendocino,Ukiah,Mendocino County,778279
97949,14440,95045,Zip,CA,CA,San Juan Bautista,San Jose-Sunnyvale-Santa Clara,San Benito County,631159
96829,14455,92352,Zip,CA,CA,Lake Arrowhead,Riverside-San Bernardino-Ontario,San Bernardino County,454062
98203,14464,95442,Zip,CA,CA,Glen Ellen,Santa Rosa,Sonoma County,1051833
97733,14573,94525,Zip,CA,CA,Crockett,San Francisco-Oakland-Hayward,Contra Costa County,511261
98066,14612,95237,Zip,CA,CA,Lockeford,Stockton-Lodi,San Joaquin County,412718
98220,14626,95461,Zip,CA,CA,Middletown,Clearlake,Lake County,251943
97279,14648,93451,Zip,CA,CA,San Miguel,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,435945
97386,14678,93643,Zip,CA,CA,North Fork,Madera,Madera County,304913
97188,14692,93256,Zip,CA,CA,Pixley,Visalia-Porterville,Tulare County,164362
97362,14796,93615,Zip,CA,CA,Cutler,Visalia-Porterville,Tulare County,180659
98375,14821,95684,Zip,CA,CA,Somerset,Sacramento--Roseville--Arden-Arcade,El Dorado County,369571
96901,14825,92536,Zip,CA,CA,Aguanga,Riverside-San Bernardino-Ontario,Riverside County,392735
98329,14859,95634,Zip,CA,CA,Georgetown,Sacramento--Roseville--Arden-Arcade,El Dorado County,351557
98143,14898,95365,Zip,CA,CA,Planada,Merced,Merced County,207898
98217,14940,95458,Zip,CA,CA,Lucerne,Clearlake,Lake County,207002
97742,14949,94535,Zip,CA,CA,Fairfield,Vallejo-Fairfield,Solano County,503708
97349,14951,93602,Zip,CA,CA,Auberry,Fresno,Fresno County,298041
98347,14964,95655,Zip,CA,CA,Mather,Sacramento--Roseville--Arden-Arcade,Sacramento County,442400
97916,15071,95004,Zip,CA,CA,Aromas,Salinas,Monterey County,732830
97411,15091,93675,Zip,CA,CA,Squaw Valley,Fresno,Fresno County,266143
98519,15133,95969,Zip,CA,CA,Paradise,Chico,Butte County,282024
96207,15254,90704,Zip,CA,CA,Avalon,Los Angeles-Long Beach-Anaheim,Los Angeles County,791681
97211,15293,93285,Zip,CA,CA,Wofford Heights,Bakersfield,Kern County,167537
98283,15296,95562,Zip,CA,CA,Rio Dell,Eureka-Arcata-Fortuna,Humboldt County,251141
97981,15348,95113,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,921321
98290,15348,95570,Zip,CA,CA,Trinidad,Eureka-Arcata-Fortuna,Humboldt County,538912
96542,15387,91906,Zip,CA,CA,Campo,San Diego-Carlsbad,San Diego County,337457
97583,15395,94129,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,2487027
97308,15398,93523,Zip,CA,CA,Edwards,Bakersfield,Kern County,118658
98322,15467,95627,Zip,CA,CA,Esparto,Sacramento--Roseville--Arden-Arcade,Yolo County,366183
97281,15487,93453,Zip,CA,CA,Simmler,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,558377
96575,15489,91980,Zip,CA,CA,Tecate,San Diego-Carlsbad,San Diego County,373324
98094,15494,95310,Zip,CA,CA,Columbia,Sonora,Tuolumne County,308467
98061,15500,95231,Zip,CA,CA,French Camp,Stockton-Lodi,San Joaquin County,365112
97200,15554,93271,Zip,CA,CA,Three Rivers,Visalia-Porterville,Tulare County,367167
97170,15610,93235,Zip,CA,CA,Ivanhoe,Visalia-Porterville,Tulare County,183148
98633,15690,96114,Zip,CA,CA,Janesville,Susanville,Lassen County,252389
98262,15699,95536,Zip,CA,CA,Ferndale,Eureka-Arcata-Fortuna,Humboldt County,426315
97146,15727,93202,Zip,CA,CA,Armona,Hanford-Corcoran,Kings County,198785
98266,15792,95542,Zip,CA,CA,Garberville,Eureka-Arcata-Fortuna,Humboldt County,415256
97716,15814,94508,Zip,CA,CA,Angwin,Napa,Napa County,867547
96785,15814,92285,Zip,CA,CA,Landers,Riverside-San Bernardino-Ontario,San Bernardino County,159897
98328,15897,95633,Zip,CA,CA,Garden Valley,Sacramento--Roseville--Arden-Arcade,El Dorado County,375751
97119,15935,93066,Zip,CA,CA,Somis,Oxnard-Thousand Oaks-Ventura,Ventura County,1113490
98282,15950,95560,Zip,CA,CA,Redway,Eureka-Arcata-Fortuna,Humboldt County,292512
98237,15992,95485,Zip,CA,CA,Upper Lake,Clearlake,Lake County,299660
98112,16051,95328,Zip,CA,CA,Keyes,Modesto,Stanislaus County,307174
98471,16062,95916,Zip,CA,CA,Berry Creek,Chico,Butte County,212997
98673,16073,96162,Zip,CA,CA,Truckee,Truckee-Grass Valley,Nevada County,637804
98360,16196,95669,Zip,CA,CA,Plymouth,,Amador County,426959
96002,16223,90021,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,686589
98354,16249,95663,Zip,CA,CA,Penryn,Sacramento--Roseville--Arden-Arcade,Placer County,676714
98149,16367,95372,Zip,CA,CA,Soulsbyville,Sonora,Tuolumne County,290818
96852,16385,92386,Zip,CA,CA,Big Bear City,Riverside-San Bernardino-Ontario,San Bernardino County,202645
98472,16390,95917,Zip,CA,CA,Biggs,Chico,Butte County,259873
98223,16407,95464,Zip,CA,CA,Nice,Clearlake,Lake County,201655
98569,16429,96035,Zip,CA,CA,Gerber,Red Bluff,Tehama County,190403
96742,16434,92233,Zip,CA,CA,Calipatria,El Centro,Imperial County,159284
98224,16434,95465,Zip,CA,CA,Occidental,Santa Rosa,Sonoma County,996609
98113,16460,95329,Zip,CA,CA,La Grange,,Mariposa County,279412
98214,16460,95454,Zip,CA,CA,Laytonville,Ukiah,Mendocino County,321414
97525,16483,94038,Zip,CA,CA,Moss Beach,San Francisco-Oakland-Hayward,San Mateo County,1216788
97524,16515,94037,Zip,CA,CA,Montara,San Francisco-Oakland-Hayward,San Mateo County,1217283
98574,16566,96041,Zip,CA,CA,Hayfork,,Trinity County,246077
97400,16590,93660,Zip,CA,CA,San Joaquin,Fresno,Fresno County,189300
96617,16685,92061,Zip,CA,CA,Pauma Valley,San Diego-Carlsbad,San Diego County,592985
97719,16696,94511,Zip,CA,CA,Bethel Island,San Francisco-Oakland-Hayward,Contra Costa County,452756
97311,16726,93527,Zip,CA,CA,Inyokern,Bakersfield,Kern County,197674
98561,16773,96025,Zip,CA,CA,Dunsmuir,,Siskiyou County,181654
97176,16821,93242,Zip,CA,CA,Laton,Fresno,Fresno County,212675
98192,16826,95428,Zip,CA,CA,Covelo,Ukiah,Mendocino County,278445
98622,16830,96103,Zip,CA,CA,Graeagle,,Plumas County,296498
97316,17012,93532,Zip,CA,CA,Lake Hughes,Los Angeles-Long Beach-Anaheim,Los Angeles County,313313
97149,17034,93205,Zip,CA,CA,Bodfish,Bakersfield,Kern County,126938
98254,17103,95524,Zip,CA,CA,Bayside,Eureka-Arcata-Fortuna,Humboldt County,524324
97161,17108,93222,Zip,CA,CA,Pine Mountain Club,Bakersfield,Kern County,278624
98381,17126,95690,Zip,CA,CA,Walnut Grove,Sacramento--Roseville--Arden-Arcade,Sacramento County,414592
97201,17242,93272,Zip,CA,CA,Tipton,Visalia-Porterville,Tulare County,171101
98103,17249,95319,Zip,CA,CA,Modesto,Modesto,Stanislaus County,270412
98095,17257,95311,Zip,CA,CA,Coulterville,,Mariposa County,235036
98287,17333,95567,Zip,CA,CA,Smith River,Crescent City,Del Norte County,315141
98566,17387,96032,Zip,CA,CA,Fort Jones,,Siskiyou County,221556
97210,17450,93283,Zip,CA,CA,Weldon,Bakersfield,Kern County,139605
98473,17478,95918,Zip,CA,CA,Browns Valley,Yuba City,Yuba County,450162
98202,17478,95441,Zip,CA,CA,Geyserville,Santa Rosa,Sonoma County,877787
98336,17541,95641,Zip,CA,CA,Isleton,Sacramento--Roseville--Arden-Arcade,Sacramento County,361435
97895,17569,94957,Zip,CA,CA,Ross,San Francisco-Oakland-Hayward,Marin County,3278613
98080,17740,95255,Zip,CA,CA,West Point,,Calaveras County,255656
98499,17748,95947,Zip,CA,CA,Greenville,,Plumas County,186187
97172,17766,93238,Zip,CA,CA,Kernville,Bakersfield,Kern County,217238
96039,17791,90058,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,444667
98228,17852,95469,Zip,CA,CA,Potter Valley,Ukiah,Mendocino County,326535
98562,17885,96027,Zip,CA,CA,Etna,,Siskiyou County,211721
98071,17902,95246,Zip,CA,CA,Mountain Ranch,,Calaveras County,321962
96739,17960,92230,Zip,CA,CA,Cabazon,Riverside-San Bernardino-Ontario,Riverside County,224301
97867,18029,94923,Zip,CA,CA,Bodega Bay,Santa Rosa,Sonoma County,981127
98292,18035,95573,Zip,CA,CA,Willow Creek,Eureka-Arcata-Fortuna,Humboldt County,265559
97256,18039,93426,Zip,CA,CA,Bradley,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,488196
97372,18051,93626,Zip,CA,CA,Friant,Fresno,Fresno County,464042
98518,18145,95968,Zip,CA,CA,Palermo,Chico,Butte County,222703
97406,18169,93667,Zip,CA,CA,Tollhouse,Fresno,Fresno County,336370
96837,18187,92365,Zip,CA,CA,Newberry Springs,Riverside-San Bernardino-Ontario,San Bernardino County,111619
97348,18210,93601,Zip,CA,CA,Ahwahnee,Madera,Madera County,353583
98255,18237,95525,Zip,CA,CA,Blue Lake,Eureka-Arcata-Fortuna,Humboldt County,355675
98180,18253,95416,Zip,CA,CA,Sonoma,Santa Rosa,Sonoma County,570787
98511,18253,95960,Zip,CA,CA,North San Juan,Truckee-Grass Valley,Nevada County,345218
98115,18286,95333,Zip,CA,CA,Le Grand,Merced,Merced County,221318
98212,18291,95452,Zip,CA,CA,Kenwood,Santa Rosa,Sonoma County,1029481
97303,18310,93516,Zip,CA,CA,Boron,Bakersfield,Kern County,93982
97325,18362,93545,Zip,CA,CA,Lone Pine,,Inyo County,238052
98070,18436,95245,Zip,CA,CA,Mokelumne Hill,,Calaveras County,285962
96569,18454,91962,Zip,CA,CA,Descanso,San Diego-Carlsbad,San Diego County,456314
98661,18473,96146,Zip,CA,CA,Tahoe City,Sacramento--Roseville--Arden-Arcade,Placer County,914365
98333,18559,95638,Zip,CA,CA,Herald,Sacramento--Roseville--Arden-Arcade,Sacramento County,649829
98525,18585,95975,Zip,CA,CA,Rough and Ready,Truckee-Grass Valley,Nevada County,445707
96749,18615,92242,Zip,CA,CA,Earp,Riverside-San Bernardino-Ontario,San Bernardino County,96856
96551,18660,91916,Zip,CA,CA,Descanso,San Diego-Carlsbad,San Diego County,451970
96854,18694,92391,Zip,CA,CA,Lake Arrowhead,Riverside-San Bernardino-Ontario,San Bernardino County,256821
98190,18732,95426,Zip,CA,CA,Middletown,Clearlake,Lake County,256123
97331,18744,93553,Zip,CA,CA,Pearblossom,Los Angeles-Long Beach-Anaheim,Los Angeles County,296932
